"NamePitchConc","pitch_type_name","avg_speed","pfx_x","pfx_z","release_spin_rate","spin_axis","BauerUnits"
" Adam Wainwright - Changeup","Changeup",82.7,13.8659405940594,7.74772277227723,1714.22277227723,222.490099009901,20.728207645432
" Zack Greinke - Changeup","Changeup",86.4,12.7720913884007,4.4617223198594,1594.10544815466,225.664323374341,18.4502945388271
" Yusmeiro Petit - Changeup","Changeup",80.8,11.4138219895288,14.8611518324607,1751.15706806283,204.256544502618,21.6727359908766
" Brandon Kintzler - Changeup","Changeup",86.8,17.1707142857143,10.7314285714286,2176.41071428571,228.910714285714,25.0738561553654
" Jesse Chavez - Changeup","Changeup",84.6,15.9161538461538,2.82923076923077,1823.07692307692,250.153846153846,21.5493726132024
" Corey Kluber - Changeup","Changeup",84.7,13.6271739130435,4.86130434782609,1637.78804347826,236.141304347826,19.3363405369334
" Charlie Morton - Changeup","Changeup",86.4,18.01725,2.991,2100.625,262.51875,24.3127893518519
" Ian Kennedy - Changeup","Changeup",87.2,14.3447368421053,11.61,1928.52631578947,230.131578947368,22.1161274746499
" Daniel Bard - Changeup","Changeup",89.8,15.9381818181818,1.31454545454545,2145.37878787879,251.439393939394,23.8906323817237
" Max Scherzer - Changeup","Changeup",85,15.1557209302326,3.95023255813954,1444.26046511628,248.479069767442,16.9912995896033
" Jake Arrieta - Changeup","Changeup",86.9,16.0354545454545,1.07636363636364,1764.40151515152,251.227272727273,20.30381490393
" Chris Martin - Changeup","Changeup",87.4,9.95853658536585,3.37024390243902,1342.35365853659,231.036585365854,15.3587375118602
" Johnny Cueto - Changeup","Changeup",82.7,11.7287074829932,4.02721088435374,1336.96145124717,235.721088435374,16.1664020707033
" Joakim Soria - Changeup","Changeup",87.6,10.9572413793103,6.77793103448276,1658.62068965517,215.183908045977,18.9340261376161
" Carlos Carrasco - Changeup","Changeup",87.3,7.61454545454545,0.668727272727273,1219.94545454545,235.095454545455,13.9741747370613
" Sergio Romo - Changeup","Changeup",80.2,20.4332142857143,4.34357142857143,2102.75892857143,261.410714285714,26.2189392589954
" Cesar Valdez - Changeup","Changeup",77.9,9.19005291005291,-5.5426455026455,1770.53262786596,282.977072310406,22.7282750688827
" Deolis Guerra - Changeup","Changeup",81.7,13.1364285714286,6.58678571428571,1496.58035714286,239.407738095238,18.3179970274523
" Michael Pineda - Changeup","Changeup",85.5,16.09625,8.14041666666667,1719.38888888889,228.861111111111,20.1098115659519
" Kyle Gibson - Changeup","Changeup",84.8,14.495625,4.1415625,1641.08333333333,229.950520833333,19.3523977987421
" Brad Boxberger - Changeup","Changeup",82.5,12.18,4.74576923076923,1303.58173076923,237.490384615385,15.8009906759907
" Trevor Cahill - Changeup","Changeup",82.3,13.8460377358491,0.85811320754717,1525.40880503145,247.861635220126,18.5347363916336
" Chase Anderson - Changeup","Changeup",81.9,16.58112,14.37792,2162.776,229.7,26.4075213675214
" Matt Harvey - Changeup","Changeup",85.3,14.4906766917293,11.4243609022556,1696.96616541353,231.345864661654,19.8940933811669
" Merrill Kelly - Changeup","Changeup",87.2,15.2244339622642,5.81377358490566,1970.76886792453,233.757075471698,22.6005604119785
" Joe Kelly - Changeup","Changeup",86.9,17.729,5.739,1999.86666666667,255.058333333333,23.0134253931722
" Humberto Castellanos - Changeup","Changeup",84.1,13.4731578947368,5.08578947368421,1261.19736842105,241.960526315789,14.9964015270042
" Jose Cisnero - Changeup","Changeup",90.8,16.651875,7.32,1825.5,240.5,20.1046255506608
" Matt Andriese - Changeup","Changeup",86,4.1,1.14625,2198.69791666667,273.25,25.5662548449612
" Brad Brach - Changeup","Changeup",86.1,15.6109615384615,0.529038461538462,1907.72115384615,247.8125,22.1570401143572
" Gerrit Cole - Changeup","Changeup",89.8,15.8040281030445,9.99765807962529,1718.1943793911,240.105386416862,19.1335676992327
" Anthony DeSclafani - Changeup","Changeup",88.2,15.711970260223,4.93382899628253,1582.50185873606,241.35687732342,17.9421979448533
" Kyle Hendricks - Changeup","Changeup",80,13.1529350649351,10.6377662337662,2008.21168831169,226.633766233766,25.1026461038961
" Jordan Lyles - Changeup","Changeup",86.4,13.6733333333333,9.215,1594.25925925926,231.912037037037,18.4520747599451
" Trevor May - Changeup","Changeup",87,10.5388235294118,14.1847058823529,1721.02941176471,216.994117647059,19.7819472616633
" Cody Poteet - Changeup","Changeup",86.8,15.1896,3.2664,2013.74,237.2,23.1997695852535
" Ross Stripling - Changeup","Changeup",83.1,10.1693023255814,10.653488372093,1677.20542635659,221.996124031008,20.1829774531479
" Yimi Garcia - Changeup","Changeup",88.6,17.71,2.13,1863.9,250.833333333333,21.0372460496614
" Phillips Valdez - Changeup","Changeup",85.3,17.2126567164179,0.723940298507463,1944.27164179104,249.925373134328,22.7933369494847
" Jose Urena - Changeup","Changeup",89.7,13.4201785714286,9.36107142857143,1675.94196428571,228.191964285714,18.6838569039656
" Hansel Robles - Changeup","Changeup",89.3,14.1962393162393,7.93606837606838,1556.60968660969,228.82905982906,17.4312394917098
" Luis Cessa - Changeup","Changeup",87.8,13.2345945945946,4.6572972972973,1672.73873873874,226.522522522523,19.0516940630836
" Buck Farmer - Changeup","Changeup",87.7,14.9299459459459,3.36713513513513,1604.42162162162,245.389189189189,18.294431261364
" Dylan Floro - Changeup","Changeup",86.4,16.693023255814,2.81674418604651,1850.48837209302,248.503875968992,21.4176894918174
" Mychal Givens - Changeup","Changeup",82.3,8.89636363636364,-2.06763636363636,2165.06363636364,273.348484848485,26.3069700651718
