"NamePitchConc","pitch_type_name","avg_speed","pfx_x","pfx_z","release_spin_rate","spin_axis","BauerUnits"
" Sean Doolittle - Slider","Slider",84.2,3.04434782608696,5.74173913043478,2262.52173913043,208.521739130435,26.8708045027368
" Andrew Miller - Slider","Slider",78.1,13.2951,0.5433,2475.0275,278.42,31.6904929577465
" Tony Watson - Slider","Slider",83.1,3.51215311004785,1.49224880382775,2373.49282296651,248.736842105263,28.5618871596451
" J.A. Happ - Slider","Slider",83,2.45762376237624,3.48267326732673,2224.54702970297,196.311881188119,26.8017714422045
" Justin Wilson - Slider","Slider",81.7,4.9945945945946,-4.68,2626.81081081081,306,32.1519071090675
" Jake McGee - Slider","Slider",82.4,2.46067415730337,2.37303370786517,1913.34831460674,213.280898876405,23.2202465364896
" Brett Anderson - Slider","Slider",81.6,4.05908256880734,-5.45504587155963,2324.33944954128,322.403669724771,28.4845520777118
" Lucas Luetge - Slider","Slider",81.3,9.18685714285714,-1.77471428571429,2787.66071428571,278.889285714286,34.288569671411
" Clayton Kershaw - Slider","Slider",87.1,4.71902097902098,8.17314685314685,2652.73776223776,204.993006993007,30.456231483786
" Wade Miley - Slider","Slider",79.2,11.7401503759398,3.93112781954887,2309.93984962406,270.383458646617,29.165907192223
" José Álvarez - Slider","Slider",81.5,4.93224489795918,4.33224489795918,2237.98979591837,207.15306122449,27.4599974959309
" Mike Minor - Slider","Slider",85.6,5.29092819614711,1.86830122591944,2722.99474605954,231.800350262697,31.8106862857423
" Héctor Santiago - Slider","Slider",82.3,3.13666666666667,3.95333333333333,2085.36111111111,200.944444444444,25.3385311192116
" Jake Diekman - Slider","Slider",83.3,13.2121690140845,2.11267605633803,2739.08732394366,302.76338028169,32.882200767631
" Danny Duffy - Slider","Slider",83.4,6.40826086956522,-3.41413043478261,2501.07065217391,318,29.9888567406944
" T.J. McFarland - Slider","Slider",79.5,5.59636363636364,-2.54454545454545,2295.11363636364,297,28.8693539165237
" Chris Sale - Slider","Slider",78,11.1672580645161,-4.49129032258065,2249.83064516129,315.447580645161,28.843982630273
" Will Smith - Slider","Slider",82.2,5.87946547884187,3.20017817371938,2322.44988864143,304.069042316258,28.2536482803093
" Richard Bleier - Slider","Slider",78.9,7.38418604651163,-1.37581395348837,2013.98837209302,305.5,25.5258348807734
" Danny Coulombe - Slider","Slider",84.5,3.3227027027027,4.8827027027027,2384.95045045045,180.486486486486,28.2242656858041
" Brad Hand - Slider","Slider",80.1,16.7732166301969,-2.70249452954048,2278.67396061269,309.352297592998,28.4478646768126
" Kwang Hyun Kim - Slider","Slider",83.5,5.2352023988006,4.16167916041979,2113.7676161919,211.484257871064,25.3145822298432
" Aroldis Chapman - Slider","Slider",85.1,12.6701123595506,2.26067415730337,2276.89513108614,293.7265917603,26.7555244545963
" Brooks Raley - Slider","Slider",81.8,16.6097211155378,3.67266932270916,2821.20717131474,286.529880478088,34.4890852238966
" Tyler Matzek - Slider","Slider",84.7,6.60081081081081,-6.67418918918919,2883.93581081081,313.743243243243,34.0488289351926
" Matthew Boyd - Slider","Slider",80.4,3.28968421052632,-1.74442105263158,2368.24912280702,277.884210526316,29.4558348607838
" Rex Brothers - Slider","Slider",86.2,1.02209302325581,1.37162790697674,2089.85755813953,213.758720930233,24.244287217396
" Patrick Corbin - Slider","Slider",80.7,3.52495710200191,0.389170638703527,2215.78360343184,299.047664442326,27.4570458913487
" Steven Matz - Slider","Slider",88.9,-0.937756097560976,5.6329756097561,2079.29268292683,143.078048780488,23.3891190430464
" Sam Selman - Slider","Slider",79.8,11.6689090909091,2.51727272727273,2450.62272727273,281.954545454545,30.7095579858738
" Dallas Keuchel - Slider","Slider",77.8,6.73375,0.530625,2373.71354166667,300.927083333333,30.5104568337618
" Taylor Rogers - Slider","Slider",84,10.4617867435158,2.83538904899135,2550.18731988473,279.314121037464,30.3593728557705
" Caleb Thielbar - Slider","Slider",80.2,14.4430606860158,1.27852242744063,2379.88654353562,287.364116094987,29.6743958046835
" Yusei Kikuchi - Slider","Slider",82.5,2.61892561983471,-2.92165289256198,2403.72107438017,305.004132231405,29.1360130227899
" Alex Claudio - Slider","Slider",75.7,6.83547169811321,1.12,2166.69811320755,286.408805031447,28.6221679419755
" Robbie Ray - Slider","Slider",88.6,0.979150259067358,7.15772020725389,2186.13471502591,148.075647668394,24.674206715868
" Chasen Shreve - Slider","Slider",81.4,4.73408450704225,-5.12169014084507,2245.49295774648,296.230046948357,27.5859085718241
" Caleb Smith - Slider","Slider",84.8,4.22,6.51254901960784,2398.78104575163,177.397058823529,28.2875123319768
" Eduardo Rodriguez - Slider","Slider",82.1,3.02714932126697,-3.94371040723982,2139.95022624434,301.647058823529,26.0651671893343
" Wandy Peralta - Slider","Slider",88.1,0.485405405405405,4.72,2294.09009009009,148.477477477477,26.0396150975039
" Steven Okert - Slider","Slider",80.6,10.4624581005587,5.24949720670391,2458.83240223464,268.377094972067,30.5066054867821
" Daniel Norris - Slider","Slider",84.8,4.29847533632287,-2.047533632287,2614.15246636771,273.923766816143,30.8272696505627
" Austin Gomber - Slider","Slider",85.2,5.33757847533632,2.97632286995516,2299.19282511211,221.374439461883,26.9858312806585
" Andrew Chafin - Slider","Slider",82.5,1.06656,-1.82496,2407.472,309.04,29.1814787878788
" Blake Snell - Slider","Slider",86.5,4.31159369527145,1.06507880910683,2416.61471103327,240.138353765324,27.9377423240841
" Jeffrey Springs - Slider","Slider",82.9,3.84424778761062,-2.76159292035398,2308.11946902655,289.814159292035,27.8422131366291
" Jarlín García - Slider","Slider",82.5,6.05929961089494,0.211984435797665,2304.60700389105,256.642023346304,27.9346303501946
" Carlos Rodón - Slider","Slider",85.8,8.21273631840796,-1.05611940298507,2453,283.883913764511,28.5897435897436
" Amir Garrett - Slider","Slider",85.2,1.27148936170213,2.97446808510638,1806.60992907801,162.527186761229,21.204341890587
" Aaron Bummer - Slider","Slider",83,17.9188732394366,-5.01760563380282,2472.52464788732,305.408450704225,29.7894535890039
" Kyle Freeland - Slider","Slider",86,2.52699300699301,4.70825174825175,2323.75058275058,176.184149184149,27.0203556133789
" Sam Howard - Slider","Slider",84.9,2.09574193548387,5.29032258064516,2332.33548387097,169.969892473118,27.4715604696227
" John Means - Slider","Slider",86.3,3.48625,9.005625,2325.93229166667,175.104166666667,26.9517067400541
" Max Fried - Slider","Slider",84.7,8.77486910994764,0.132356020942408,2481.89179755672,296.364746945899,29.3021463702092
" Cole Irvin - Slider","Slider",83,2.50341708542714,1.67155778894472,2009.29145728643,218.105527638191,24.2083308106799
" Sam Clay - Slider","Slider",84.4,11.1973469387755,-4.30040816326531,2538.85714285714,325.418367346939,30.0812457684496
" Taylor Hearn - Slider","Slider",84.3,5.13182608695652,4.52765217391304,2202.57971014493,249.802898550725,26.1278731927038
" Alex Wood - Slider","Slider",83.9,3.91894736842105,-2.47,2119.20906432749,239.390350877193,25.2587492768473
" Josh Hader - Slider","Slider",83.5,3.94946564885496,1.85862595419847,2490.93511450382,282.534351145038,29.8315582575307
" Ranger Suárez - Slider","Slider",84.3,4.37619047619048,4.09428571428571,2054.95238095238,214.436507936508,24.3766593232785
" Victor González - Slider","Slider",85.2,2.25376518218623,0.562105263157895,2500.45748987854,272.955465587045,29.3480926042082
" Tyler Alexander - Slider","Slider",82.2,5.31468208092486,0.906589595375723,2342.13294797688,235.624277456647,28.4931015568963
" Ben Bowden - Slider","Slider",81.1,1.77633802816901,3.55774647887324,2168.59154929577,201.169014084507,26.7397231725743
" Jake Brentz - Slider","Slider",85.2,3.31778501628664,-2.73342019543974,2230.05537459283,295.511400651466,26.1743588567234
" Nestor Cortes - Slider","Slider",77.4,14.5023529411765,4.70549019607843,2450.44444444444,277.630718954248,31.6594889463106
" Anthony Kay - Slider","Slider",82.6,6.51272727272727,-4.42690909090909,2528.56363636364,302.545454545455,30.6121505613031
" Eric Lauer - Slider","Slider",87.3,1.50521739130435,6.276,2239.36086956522,167.013043478261,25.6513272573335
" Tim Mayza - Slider","Slider",88,0.200165975103734,3.81311203319502,2177.04564315353,141.697095435685,24.7391550358355
" Josh Rogers - Slider","Slider",82,2.3384126984127,2.06793650793651,2170.61904761905,240.291005291005,26.4709639953542
" Blake Taylor - Slider","Slider",82.6,7.2704854368932,-1.14932038834951,2270.65533980583,280.78640776699,27.4897740896589
" Gregory Soto - Slider","Slider",88.3,2.50556603773585,4.62764150943396,2343.24056603774,174.639150943396,26.5372657535417
" Steven Brault - Slider","Slider",82.6,5.70923076923077,-0.503076923076923,2224.80769230769,249.769230769231,26.9347178245483
" Paul Fry - Slider","Slider",85.1,13.0772448979592,-3.58561224489796,2740.9387755102,316.81887755102,32.2084462457133
" Alexander Wells - Slider","Slider",81.1,1.7900826446281,3.46512396694215,2311.10743801653,233.247933884298,28.4970091000805
" Darwinzon Hernandez - Slider","Slider",83.5,6.96538461538462,0.0630769230769231,2553.45512820513,281.967948717949,30.5803009365884
" José Quijada - Slider","Slider",79.6,11.8763076923077,-1.56738461538462,2550.30769230769,292.723076923077,32.0390413606494
" Charlie Barnes - Slider","Slider",81.8,4.99471698113208,1.76830188679245,2406.72327044025,274.77358490566,29.4220448709077
