"NamePitchConc","pitch_type_name","avg_speed","pfx_x","pfx_z","release_spin_rate","spin_axis","BauerUnits"
" Ross Detwiler - Sinker","Sinker",91.1,-16.8955102040816,9.80244897959184,2028.16326530612,133.374149659864,22.2630435269607
" Jon Lester - Sinker","Sinker",87.6,-12.2644221105528,6.36120603015075,2041.77638190955,146.939698492462,23.3079495651775
" Andrew Miller - Sinker","Sinker",88.9,-15.6144827586207,3.88862068965517,1803.35344827586,122.73275862069,20.2851906442729
" Tony Watson - Sinker","Sinker",92.2,-18.5335135135135,7.65648648648649,2295.18243243243,115.317567567568,24.8935187899396
" Wade LeBlanc - Sinker","Sinker",87.6,-14.9608421052632,10.5972631578947,1892.54210526316,139.426315789474,21.6043619322278
" David Price - Sinker","Sinker",92.9,-14.7717359413203,10.0227872860636,1978.66014669927,135.706601466993,21.2988175102182
" J.A. Happ - Sinker","Sinker",89.1,-13.795923566879,8.27464968152866,2078.57324840764,145.273885350318,23.3285437531722
" Brett Anderson - Sinker","Sinker",89.1,-14.5011801242236,9.53515527950311,1707.10869565217,137.658385093168,19.1594690870053
" José Quintana - Sinker","Sinker",91.6,-12.3912328767123,15.4849315068493,2075.55251141553,158.018264840183,22.6588702119599
" José Álvarez - Sinker","Sinker",91.2,-16.8294444444444,9.89055555555556,2131.38425925926,133.81712962963,23.3704414392463
" Derek Holland - Sinker","Sinker",93.1,-15.6322842639594,14.1904568527919,2362.1345177665,133.248730964467,25.3720141543125
" Jake Diekman - Sinker","Sinker",95.3,-16.9115044247788,8.54654867256637,2117.00884955752,121.495575221239,22.2141537204357
" Danny Duffy - Sinker","Sinker",93.6,-12.3970731707317,16.1746341463415,2215.75609756098,159.715447154472,23.672607879925
" T.J. McFarland - Sinker","Sinker",88.8,-16.914,-0.816666666666667,1953.25277777778,107.175,21.9960898398398
" Martín Pérez - Sinker","Sinker",92.8,-16.7868387096774,10.4590967741935,2016.83440860215,134.486021505376,21.7331294030404
" Tyler Anderson - Sinker","Sinker",89,-18.0097959183673,7.49632653061225,2256.6156462585,122.41156462585,25.3552319804326
" Richard Bleier - Sinker","Sinker",90,-15.2388598574822,3.28988123515439,1990.35629453682,126.197149643705,22.115069939298
" Danny Coulombe - Sinker","Sinker",90.1,-12.2172972972973,10.7708108108108,2178.18918918919,158.324324324324,24.1752407235204
" Brad Hand - Sinker","Sinker",93,-17.5687700534759,9.01540106951872,2302.1550802139,131.299465240642,24.7543557012248
" Aroldis Chapman - Sinker","Sinker",100.7,-12.9942857142857,16.0328571428571,2393.42857142857,160.017857142857,23.7679103418925
" Brooks Raley - Sinker","Sinker",90.7,-16.3004651162791,6.53023255813954,2294.13953488372,131.906976744186,25.2937104176816
" Joely Rodríguez - Sinker","Sinker",94,-17.9937662337662,5.73818181818182,1991.51623376623,124.922077922078,21.1863429124067
" Matthew Boyd - Sinker","Sinker",91,-16.5130434782609,11.1060869565217,2291.72463768116,138.333333333333,25.1837872272655
" Patrick Corbin - Sinker","Sinker",92.6,-14.0038314176245,12.6214559386973,2094.64750957854,149.500638569604,22.6203834727705
" Aaron Loup - Sinker","Sinker",92.3,-19.5212993039443,3.85948955916473,2211.55916473318,112.547563805104,23.9605543308037
" Steven Matz - Sinker","Sinker",94.5,-15.0392464204974,12.301130369254,2184.40316503391,125.006782215524,23.1153774077663
" Dallas Keuchel - Sinker","Sinker",87.8,-14.6744023323615,5.21492711370262,1984.50242954325,137.418853255588,22.6025333660962
" Joe Mantiply - Sinker","Sinker",91.1,-18.4835687732342,5.0257249070632,2199.19330855019,118.182156133829,24.1404314879274
" Taylor Rogers - Sinker","Sinker",95.7,-17.3637966101695,7.18616949152542,2055.3593220339,125.240677966102,21.4771089031755
" Alex Claudio - Sinker","Sinker",85.4,-16.779,-3.5628,1827.935,93.445,21.4043911007026
" Eduardo Rodriguez - Sinker","Sinker",92.5,-14.8640776699029,10.0427184466019,2127.2427184466,146.177993527508,22.9972185778011
" Wandy Peralta - Sinker","Sinker",94.9,-16.7739428571429,9.7104,2142.05142857143,133.834285714286,22.5716694264639
" Marco Gonzales - Sinker","Sinker",88.4,-10.9712333965844,17.5267172675522,2144.64800759013,144.378557874763,24.2607240677617
" Steven Okert - Sinker","Sinker",92.1,-16.8579310344828,9.29172413793103,2197.60344827586,133.120689655172,23.8610580703134
" Andrew Chafin - Sinker","Sinker",92.1,-14.3356235294118,13.2578823529412,2108.29647058824,143.621176470588,22.8913840454749
" Jeffrey Springs - Sinker","Sinker",93.4,-10.928380952381,18.0544761904762,2283.80634920635,140.450793650794,24.4518881071344
" Aaron Bummer - Sinker","Sinker",95.4,-15.4828140703518,0.818693467336683,2002.89614740369,118.27135678392,20.9947185262441
" Kyle Freeland - Sinker","Sinker",91.3,-12.2395833333333,6.5275,2359.54166666667,135.770833333333,25.8438298649142
" Max Fried - Sinker","Sinker",93.5,-10.5257142857143,10.4300332225914,1997.00332225914,161.940199335548,21.3583243022368
" Cole Irvin - Sinker","Sinker",90.5,-14.2844881889764,12.5173228346457,1887.25590551181,143.259842519685,20.8536564144951
" José Alvarado - Sinker","Sinker",99.4,-14.7011940298507,12.8020895522388,2070.03855721393,150.761194029851,20.8253375977257
" Sam Clay - Sinker","Sinker",92.3,-15.6675285171103,6.73688212927757,1926.2927756654,132.266159695817,20.8699108956165
" Taylor Hearn - Sinker","Sinker",93.8,-14.9134584450402,10.8186595174263,2167.581769437,147.790884718499,23.1085476485821
" Alex Young - Sinker","Sinker",89.6,-13.5430088495575,6.37646017699115,2218.00442477876,132.530973451327,24.7545136694058
" Alex Wood - Sinker","Sinker",91.8,-15.9848853439681,11.5841276171486,2099.25224327019,123.044865403789,22.867671495318
" Ranger Suárez - Sinker","Sinker",92.9,-15.7701907356948,7.81438692098093,1842.9727520436,138.976839237057,19.8382427561205
" Victor González - Sinker","Sinker",94.3,-17.5133333333333,7.96627450980392,2231.32026143791,114.732026143791,23.6619327830107
" Sean Manaea - Sinker","Sinker",92.1,-13.7855892255892,12.2848484848485,1995.74466891134,135.626262626263,21.669323223793
" Tyler Alexander - Sinker","Sinker",90.2,-14.5164391691395,13.1779228486647,2107.72403560831,146.225519287834,23.3672287761453
" Tim Mayza - Sinker","Sinker",94,-16.9736470588235,8.93465546218487,2057.16134453782,134.598319327731,21.8846951546576
" Ryan Yarbrough - Sinker","Sinker",86.4,-14.1793432835821,11.4831044776119,1840.6328358209,121.322388059701,21.3036207849641
" Gregory Soto - Sinker","Sinker",98.2,-15.8967202572347,11.2626366559486,2396.97588424437,142.932475884244,24.4091230574783
